artifact,experiment,book,model,env_tag,host,backend,ctx,parallel,kv,arm,n,correct,accuracy_pct,validation,dirty,commit,elapsed_s,finished,endpoint
tag_priority__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,tag_priority,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,baseline,162,66,40.7,ok,False,064c9c4c,1891.9,07-28 20:19,http://127.0.0.1:8090/v1
tag_priority__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,tag_priority,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,32768,1,q8_0,tagfirst,162,70,43.2,ok,False,064c9c4c,1891.9,07-28 20:19,http://127.0.0.1:8090/v1
two_by_two.json,two_by_two,mushoku16,qwen3.5-9b-uncensored-hauhaucs-aggressive,local-lmstudio,mitch-linux,lmstudio,,,f16?,A,139,27,19.4,"['no LM Studio load state recorded', 'en",True,8e457d6a,698.2,07-26 12:00,http://localhost:1234/v1
two_by_two.json,two_by_two,mushoku16,qwen3.5-9b-uncensored-hauhaucs-aggressive,local-lmstudio,mitch-linux,lmstudio,,,f16?,B,139,3,2.2,"['no LM Studio load state recorded', 'en",True,8e457d6a,698.2,07-26 12:00,http://localhost:1234/v1
two_by_two.json,two_by_two,mushoku16,qwen3.5-9b-uncensored-hauhaucs-aggressive,local-lmstudio,mitch-linux,lmstudio,,,f16?,C,139,48,34.5,"['no LM Studio load state recorded', 'en",True,8e457d6a,698.2,07-26 12:00,http://localhost:1234/v1
two_by_two.json,two_by_two,mushoku16,qwen3.5-9b-uncensored-hauhaucs-aggressive,local-lmstudio,mitch-linux,lmstudio,,,f16?,D,139,26,18.7,"['no LM Studio load state recorded', 'en",True,8e457d6a,698.2,07-26 12:00,http://localhost:1234/v1
validation_baseline.json,,,,,,,,,,,,,,,,,,,
validation_manifest.json,,,,,,,,,,,,,,,,,,,
validation_smoke.json,,,,,,,,,,,,,,,,,,,
voice_adapter_health.json,,,,,,,,,,,,,,,,,,,
voting__grimgar03__qwen__qwen3-14b__local-llamacpp.json,voting,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,greedy,400,223,55.8,ok,False,6cb37edd,6517.4,07-28 08:45,http://127.0.0.1:8090/v1
voting__grimgar03__qwen__qwen3-14b__local-llamacpp.json,voting,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,vote3,400,232,58.0,ok,False,6cb37edd,6517.4,07-28 08:45,http://127.0.0.1:8090/v1
voting__grimgar03__qwen__qwen3-14b__local-llamacpp.json,voting,grimgar03,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,vote5,400,231,57.8,ok,False,6cb37edd,6517.4,07-28 08:45,http://127.0.0.1:8090/v1
voting__index18__qwen__qwen3-14b__local-llamacpp.json,voting,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,greedy,99,64,64.6,ok,False,04a69e4c,1607.3,07-29 02:05,http://127.0.0.1:8090/v1
voting__index18__qwen__qwen3-14b__local-llamacpp.json,voting,index18,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,vote3,99,63,63.6,ok,False,04a69e4c,1607.3,07-29 02:05,http://127.0.0.1:8090/v1
voting__mushoku16__qwen__qwen3-14b__local-llamacpp.json,voting,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,greedy,139,66,47.5,ok,False,6cb37edd,3221.3,07-28 09:38,http://127.0.0.1:8090/v1
voting__mushoku16__qwen__qwen3-14b__local-llamacpp.json,voting,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,vote3,139,68,48.9,ok,False,6cb37edd,3221.3,07-28 09:38,http://127.0.0.1:8090/v1
voting__mushoku16__qwen__qwen3-14b__local-llamacpp.json,voting,mushoku16,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,vote5,139,68,48.9,ok,False,6cb37edd,3221.3,07-28 09:38,http://127.0.0.1:8090/v1
voting__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,voting,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,greedy,162,66,40.7,ok,False,04a69e4c,2872.6,07-29 02:53,http://127.0.0.1:8090/v1
voting__owarimonogatari3__qwen__qwen3-14b__local-llamacpp.json,voting,owarimonogatari3,qwen/qwen3-14b,local-llamacpp-hip,mitch-linux,llama.cpp-hip,16384,1,q8_0,vote3,162,62,38.3,ok,False,04a69e4c,2872.6,07-29 02:53,http://127.0.0.1:8090/v1
weak_supervision.json,,,,,,,,,,,,,,,,,,,
run1.json.threepass_checkpoint.json,pipeline_repeat,grimgar03,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16,run1,396,222,56.1,"n/a (pipeline output, not an ExperimentRecord)",,,,07-27 17:36,
run2.json.threepass_checkpoint.json,pipeline_repeat,grimgar03,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16,run2,396,222,56.1,"n/a (pipeline output, not an ExperimentRecord)",,,,07-27 18:14,
run3.json.threepass_checkpoint.json,pipeline_repeat,grimgar03,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16,run3,396,222,56.1,"n/a (pipeline output, not an ExperimentRecord)",,,,07-27 18:51,
run4.json.threepass_checkpoint.json,pipeline_repeat,grimgar03,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16,run4,396,222,56.1,"n/a (pipeline output, not an ExperimentRecord)",,,,07-27 19:28,
run5.json.threepass_checkpoint.json,pipeline_repeat,grimgar03,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16,run5,396,222,56.1,"n/a (pipeline output, not an ExperimentRecord)",,,,07-27 20:05,
run6.json.threepass_checkpoint.json,pipeline_repeat,grimgar03,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16,run6,396,222,56.1,"n/a (pipeline output, not an ExperimentRecord)",,,,07-27 20:43,
run7.json.threepass_checkpoint.json,pipeline_repeat,grimgar03,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16,run7,396,222,56.1,"n/a (pipeline output, not an ExperimentRecord)",,,,07-27 21:20,
run8.json.threepass_checkpoint.json,pipeline_repeat,grimgar03,qwen/qwen3-14b,local-lmstudio,mitch-linux,lmstudio,16384,1,f16,run8,396,222,56.1,"n/a (pipeline output, not an ExperimentRecord)",,,,07-27 21:58,
